id,price
1476,61
1477,13
1478,59
1479,27
1480,36
1481,23
1482,52
1483,87
1484,1
1485,70
1486,30
1487,3
1488,49
1489,42
1490,18
1491,11
1492,59
1493,52
1494,52
1495,30
1496,15
1497,44
1498,6
1499,24
1500,21
1501,46
1502,54
1503,75
1504,24
1505,63
1506,33
1507,11
1508,42
1509,23
1510,17
1511,33
1512,58
1513,22
1514,42
1515,8
1516,1
1517,23
1518,32
1519,45
1520,6
1521,16
1522,7
1523,83
1524,71
1525,43
1526,43
1527,28
1528,33
1529,20
1530,19
1531,64
1532,23
1533,12
1534,24
1535,28
1536,33
1537,44
1538,49
1539,79
1540,4
1541,83
1542,50
1543,26
1544,36
1545,97
1546,53
1547,56
1548,34
1549,33
1550,70
1551,9
1552,0
1553,47
1554,29
1555,36
1556,4
1557,30
1558,14
1559,34
1560,55
1561,35
1562,18
1563,24
1564,3
1565,64
1566,23
1567,34
1568,36
1569,16
1570,37
1571,0
1572,30
1573,28
1574,4
1575,36
1576,4
1577,8
1578,29
1579,15
1580,52
1581,26
1582,33
1583,110
1584,62
1585,24
1586,6
1587,8
1588,45
1589,7
1590,11
1591,38
1592,33
1593,59
1594,1
1595,1
1596,43
1597,63
1598,44
1599,24
1600,21
1601,11
1602,19
1603,38
1604,32
1605,12
1606,36
1607,18
1608,9
1609,20
1610,45
1611,47
1612,4
1613,11
1614,22
1615,25
1616,26
1617,27
1618,54
1619,34
1620,27
1621,39
1622,10
1623,27
1624,68
1625,32
1626,12
1627,37
1628,18
1629,13
1630,35
1631,14
1632,51
1633,17
1634,72
1635,30
1636,32
1637,29
1638,20
1639,37
1640,21
1641,26
1642,71
1643,48
1644,37
1645,8
1646,26
1647,4
1648,14
1649,48
1650,17
1651,20
1652,22
1653,59
1654,32
1655,28
1656,18
1657,22
1658,17
1659,10
1660,39
1661,34
1662,31
1663,56
1664,22
1665,5
1666,34
1667,23
1668,20
1669,39
1670,24
1671,13
1672,81
1673,27
1674,24
1675,43
1676,27
1677,34
1678,36
1679,34
1680,18
1681,5
1682,50
1683,43
1684,13
1685,22
1686,15
1687,8
1688,58
1689,30
1690,26
1691,31
1692,41
1693,18
1694,130
1695,48
1696,21
1697,52
1698,142
1699,14
1700,81
1701,7
1702,34
1703,40
1704,15
1705,11
1706,32
1707,56
1708,56
1709,9
1710,80
1711,2
1712,22
1713,40
1714,24
1715,24
1716,8
1717,29
1718,24
1719,51
1720,36
1721,391
1722,48
1723,35
1724,26
1725,28
1726,22
1727,21
1728,0
1729,20
1730,25
1731,40
1732,26
1733,38
1734,37
1735,81
1736,27
1737,67
1738,13
1739,53
1740,72
1741,74
1742,29
1743,14
1744,41
1745,54
1746,20
1747,23
1748,77
1749,39
1750,42
1751,22
1752,40
1753,32
1754,44
1755,22
1756,26
1757,39
1758,38
1759,7
1760,50
1761,27
1762,13
1763,58
1764,6
1765,73
1766,70
1767,71
1768,17
1769,43
1770,40
1771,24
1772,28
1773,22
1774,43
1775,60
1776,39
1777,2
1778,40
1779,35
1780,18
1781,87
1782,29
1783,27
1784,16
1785,47
1786,41
1787,24
1788,40
1789,57
1790,73
1791,17
1792,1
1793,35
1794,43
1795,38
1796,75
1797,16
1798,32
1799,66
1800,12
1801,14
1802,40
1803,9
1804,38
1805,49
1806,45
1807,9
1808,10
1809,8
1810,39
1811,49
1812,44
1813,50
1814,20
1815,43
1816,42
1817,42
1818,53
1819,22
1820,69
1821,41
1822,23
1823,8
1824,48
1825,31
1826,30
1827,22
1828,15
1829,52
1830,49
1831,29
1832,48
1833,70
1834,21
1835,40
1836,37
1837,26
1838,38
1839,30
1840,20
1841,40
1842,33
1843,5
1844,31
1845,45
1846,6
1847,53
1848,41
1849,56
1850,43
1851,17
1852,89
1853,38
1854,34
1855,25
1856,25
1857,1
1858,29
1859,48
1860,22
1861,20
1862,21
1863,51
1864,44
1865,50
1866,66
1867,43
1868,24
1869,42
1870,51
1871,57
1872,19
1873,50
1874,32
1875,54
1876,64
1877,48
1878,17
1879,21
1880,15
1881,42
1882,18
1883,12
1884,9
1885,30
1886,92
1887,43
1888,21
1889,62
1890,25
1891,60
1892,34
1893,26
1894,27
1895,75
1896,23
1897,36
1898,12
1899,42
1900,1
1901,37
1902,22
1903,27
1904,19
1905,36
1906,8
1907,29
1908,59
1909,16
1910,40
1911,12
1912,33
1913,1
1914,30
1915,45
1916,50
1917,57
1918,32
1919,20
1920,18
1921,59
1922,2
1923,21
1924,30
1925,1
1926,38
1927,41
1928,31
1929,22
1930,11
1931,47
1932,12
1933,62
1934,63
1935,26
1936,67
1937,21
1938,34
1939,0
1940,21
1941,19
1942,54
1943,45
1944,45
1945,17
1946,22
1947,49
1948,22
1949,15
1950,34
1951,58
1952,61
1953,18
1954,36
1955,5
1956,29
1957,29
1958,99
1959,9
1960,60
1961,71
1962,36
1963,6
1964,17
1965,11
1966,42
1967,23
1968,1
1969,38
1970,44
1971,35
1972,13
1973,20
1974,16
1975,17
1976,27
1977,32
1978,11
1979,30
1980,5
1981,76
1982,43
1983,31
1984,6
1985,67
1986,58
1987,22
1988,34
1989,11
1990,27
1991,21
1992,31
1993,28
1994,86
1995,39
1996,43
1997,11
1998,48
1999,17
2000,7
2001,67
2002,24
2003,35
2004,8
2005,23
2006,33
2007,35
2008,9
2009,12
2010,25
2011,12
2012,47
2013,32
2014,17
2015,69
2016,30
2017,16
2018,17
2019,79
2020,18
2021,33
2022,15
2023,85
2024,26
2025,42
2026,38
2027,25
2028,30
2029,21
2030,49
2031,45
2032,5
2033,24
2034,35
2035,23
2036,28
2037,46
2038,5
2039,22
2040,80
2041,27
2042,36
2043,19
2044,34
2045,44
2046,10
2047,53
2048,36
2049,31
2050,12
2051,19
2052,12
2053,47
2054,23
2055,12
2056,63
2057,22
2058,8
2059,29
2060,25
2061,46
2062,23
2063,30
2064,19
2065,31
2066,42
2067,51
2068,10
2069,49
2070,1
2071,31
2072,99
2073,38
2074,15
2075,37
2076,72
2077,59
2078,35
2079,1
2080,35
2081,19
2082,35
2083,29
2084,37
2085,53
2086,50
2087,35
2088,20
2089,25
2090,15
2091,30
2092,7
2093,8
2094,58
2095,18
2096,26
2097,35
2098,8
2099,14
2100,39
2101,5
2102,82
2103,15
2104,55
2105,29
2106,18
2107,18
2108,17
2109,8
2110,31
2111,11
2112,44
2113,12
2114,29
2115,43
2116,47
2117,30
2118,23
2119,61
2120,2
2121,19
2122,12
2123,12
2124,24
2125,7
2126,21
2127,71
2128,79
2129,19
2130,13
2131,29
2132,35
2133,57
2134,22
2135,7
2136,55
2137,48
2138,70
2139,20
2140,8
2141,0
2142,25
2143,21
2144,38
2145,33
2146,19
2147,29
2148,1
2149,35
2150,23
2151,60
2152,60
2153,43
2154,3
2155,25
2156,28
2157,62
2158,65
2159,32
2160,8
2161,1
2162,41
2163,28
2164,27
2165,20
2166,45
2167,31
2168,145
2169,38
2170,36
2171,5
2172,30
2173,18
2174,26
2175,94
2176,62
2177,37
2178,25
2179,24
2180,41
2181,36
2182,25
2183,62
2184,18
2185,15
2186,14
2187,50
2188,66
2189,48
2190,38
2191,25
2192,22
2193,21
2194,90
2195,8
2196,29
2197,22
2198,16
2199,47
2200,17
2201,21
2202,19
2203,11
2204,63
2205,18
2206,22
2207,14
2208,22
2209,23
2210,19
2211,44
2212,37
2213,9
2214,12
2215,15
2216,20
2217,33
2218,32
2219,79
2220,17
2221,62
2222,39
2223,20
2224,71
2225,50
2226,47
2227,25
2228,41
2229,45
2230,36
2231,46
2232,67
2233,27
2234,11
2235,24
2236,32
2237,21
2238,80
2239,6
2240,3
2241,2
2242,23
2243,24
2244,28
2245,15
2246,44
2247,12
2248,52
2249,13
2250,75
2251,78
2252,14
2253,34
2254,16
2255,21
2256,5
2257,37
2258,30
2259,23
2260,40
2261,26
2262,25
2263,36
2264,62
2265,77
2266,18
2267,21
2268,10
2269,17
2270,24
2271,28
2272,52
2273,19
2274,14
2275,40
2276,1
2277,32
2278,6
2279,26
2280,36
2281,30
2282,15
2283,28
2284,16
2285,43
2286,28
2287,30
2288,24
2289,12
2290,6
2291,26
2292,22
2293,38
2294,16
2295,11
2296,15
2297,60
2298,49
2299,12
2300,47
2301,31
2302,48
2303,13
2304,9
2305,95
2306,40
2307,30
2308,29
2309,13
2310,32
2311,28
2312,17
2313,53
2314,21
2315,30
2316,1
2317,33
2318,42
2319,12
2320,34
2321,45
2322,60
2323,39
2324,114
2325,15
2326,36
2327,48
2328,37
2329,36
2330,26
2331,33
2332,25
2333,28
2334,20
2335,1
2336,15
2337,19
2338,72
2339,77
2340,17
2341,18
2342,33
2343,10
2344,49
2345,33
2346,10
2347,16
2348,32
2349,58
2350,80
2351,24
2352,18
2353,12
2354,23
2355,16
2356,38
2357,22
2358,58
2359,19
2360,22
2361,16
2362,36
2363,52
2364,38
2365,37
2366,43
2367,44
2368,25
2369,51
2370,17
2371,55
2372,27
2373,30
2374,21
2375,17
2376,47
2377,50
2378,43
2379,35
2380,66
2381,13
2382,25
2383,12
2384,43
2385,66
2386,7
2387,17
2388,26
2389,50
2390,15
2391,18
2392,28
2393,20
2394,58
2395,48
2396,72
2397,23
2398,54
2399,54
2400,25
2401,28
2402,52
2403,29
2404,18
2405,11
2406,47
2407,31
2408,103
2409,50
2410,36
2411,36
2412,48
2413,33
2414,40
2415,41
2416,52
2417,33
2418,47
2419,53
2420,89
2421,28
2422,43
2423,33
2424,14
2425,29
2426,26
2427,75
2428,33
2429,30
2430,46
2431,2
2432,54
2433,49
2434,38
2435,45
2436,58
2437,32
2438,29
2439,81
2440,31
2441,31
2442,36
2443,12
2444,25
2445,48
2446,30
2447,18
2448,33
2449,34
2450,34
2451,22
2452,33
2453,20
2454,105
2455,18
2456,60
2457,43
2458,40
2459,42
2460,19
2461,30
2462,35
2463,10
2464,13
2465,21
2466,59
2467,74
2468,14
2469,32
2470,24
2471,15
2472,34
2473,20
2474,23
2475,64
2476,38
2477,37
2478,55
2479,27
2480,30
2481,10
2482,19
2483,28
2484,2
2485,11
2486,38
2487,13
2488,17
2489,80
2490,11
2491,35
2492,7
2493,27
2494,45
2495,23
2496,21
2497,49
2498,41
2499,36
2500,24
2501,32
2502,52
2503,35
2504,63
2505,50
2506,31
2507,23
2508,29
2509,42
2510,17
2511,32
2512,12
2513,49
2514,63
2515,37
2516,26
2517,53
2518,51
2519,48
2520,44
2521,22
2522,23
2523,75
2524,15
2525,26
2526,63
2527,39
2528,51
2529,22
2530,12
2531,35
2532,54
2533,40
2534,5
2535,44
2536,41
2537,50
2538,29
2539,33
2540,64
2541,9
2542,36
2543,23
2544,6
2545,4
2546,33
2547,26
2548,31
2549,95
2550,20
2551,16
2552,18
2553,17
2554,19
2555,25
2556,16
2557,34
2558,37
2559,36
2560,26
2561,30
2562,9
2563,43
2564,54
2565,64
2566,68
2567,33
2568,18
2569,102
2570,35
2571,31
2572,34
2573,34
2574,47
2575,45
2576,14
2577,42
2578,23
2579,70
2580,28
2581,67
2582,47
2583,17
2584,37
2585,18
2586,17
2587,54
2588,6
2589,2
2590,9
2591,50
2592,21
2593,13
2594,73
2595,19
2596,44
2597,24
2598,22
2599,25
2600,57
2601,50
2602,13
2603,59
2604,46
2605,31
2606,69
2607,25
2608,37
2609,44
2610,17
2611,57
2612,24
2613,1
2614,29
2615,1
2616,30
2617,74
2618,5
2619,1
2620,64
2621,34
2622,7
2623,27
2624,24
2625,45
2626,30
2627,34
2628,55
2629,52
2630,38
2631,39
2632,29
2633,68
2634,20
2635,22
2636,40
2637,49
2638,15
2639,32
2640,23
2641,16
2642,53
2643,48
2644,29
2645,33
2646,42
2647,47
2648,32
2649,21
2650,40
2651,79
2652,71
2653,75
2654,43
2655,80
2656,41
2657,4
2658,83
2659,27
2660,10
2661,25
2662,44
2663,79
2664,31
2665,43
2666,25
2667,12
2668,70
2669,38
2670,59
2671,29
2672,7
2673,43
2674,44
2675,32
2676,25
2677,18
2678,63
2679,52
2680,26
2681,64
2682,21
2683,52
2684,44
2685,49
2686,34
2687,16
2688,71
2689,1
2690,26
2691,10
2692,2
2693,8
2694,46
2695,43
2696,31
2697,48
2698,1
2699,28
2700,75
2701,34
2702,15
2703,24
2704,32
2705,1
2706,27
2707,59
2708,16
2709,20
2710,5
2711,29
2712,7
2713,53
2714,28
2715,27
2716,7
2717,49
2718,33
2719,28
2720,78
2721,37
2722,12
2723,28
2724,29
2725,69
2726,23
2727,36
2728,72
2729,69
2730,31
2731,55
2732,18
2733,1
2734,44
2735,67
2736,16
2737,44
2738,47
2739,64
2740,24
2741,79
2742,1
2743,41
2744,20
2745,29
2746,1
2747,16
2748,41
2749,46
2750,32
2751,2
2752,14
2753,14
2754,0
2755,65
2756,63
2757,6
2758,31
2759,27
2760,21
2761,15
2762,36
2763,39
2764,58
2765,86
2766,61
2767,31
2768,68
2769,52
2770,23
2771,30
2772,19
2773,31
2774,52
2775,35
2776,27
2777,14
2778,39
2779,48
2780,38
2781,6
2782,39
2783,27
2784,17
2785,34
2786,21
2787,22
2788,22
2789,19
2790,8
2791,32
2792,18
2793,17
2794,31
2795,35
2796,76
2797,60
2798,36
2799,48
2800,18
2801,42
2802,40
2803,29
2804,42
2805,28
2806,10
2807,18
2808,30
2809,6
2810,88
2811,27
2812,12
2813,27
2814,12
2815,35
2816,5
2817,94
2818,12
2819,32
2820,4
2821,39
2822,51
2823,40
2824,25
2825,52
2826,23
2827,78
2828,20
2829,31
2830,33
2831,13
2832,33
2833,79
2834,8
2835,47
2836,5
2837,7
2838,21
2839,12
2840,32
2841,24
2842,23
2843,20
2844,22
2845,47
2846,50
2847,40
2848,39
2849,30
2850,40
2851,30
2852,30
2853,51
2854,6
2855,34
2856,37
2857,51
2858,75
2859,39
2860,19
2861,41
2862,33
2863,72
2864,29
2865,10
2866,33
2867,2
2868,7
2869,43
2870,19
2871,21
2872,42
2873,31
2874,16
2875,28
2876,37
2877,10
2878,6
2879,14
2880,70
2881,23
2882,11
2883,13
2884,38
2885,70
2886,15
2887,26
2888,19
2889,67
2890,32
2891,30
2892,39
2893,23
2894,21
2895,1
2896,14
2897,23
2898,80
2899,33
2900,22
2901,32
2902,17
2903,23
2904,24
2905,31
2906,17
2907,169
2908,56
2909,30
2910,33
2911,11
2912,9
2913,56
2914,21
2915,1
2916,95
2917,78
2918,25
2919,35
2920,29
2921,20
2922,26
2923,28
2924,12
2925,74
2926,38
2927,46
2928,49
2929,25
2930,12
2931,37
2932,27
2933,39
2934,1
2935,11
2936,20
2937,12
2938,15
2939,47
2940,5
2941,37
2942,71
2943,37
2944,55
2945,19
2946,30
2947,42
2948,21
2949,12
2950,15
2951,25
2952,8
2953,13
2954,51
2955,74
2956,67
2957,34
2958,52
2959,64
2960,29
2961,40
2962,17
2963,83
2964,44
2965,45
2966,44
2967,64
2968,8
2969,84
2970,1
2971,60
2972,20
2973,16
2974,27
2975,21
2976,58
2977,11
2978,1
2979,1
2980,71
2981,20
2982,122
2983,54
2984,38
2985,39
2986,30
2987,21
2988,45
2989,71
2990,23
2991,37
2992,19
2993,17
2994,46
2995,44
2996,24
2997,50
